symbol,companyName,sector,industry,marketCap,oneYearReturnPct,cik,capital_need_score,cash_runway_component,leverage_component,capex_component,sector_component,active_unused_shelf,profitability_override,score_note,first_seen_date
EXOD,Exodus Movement Inc. Class A Common Stock,Finance,Finance: Consumer Services,240417934.0,-68.44,0001821534,42.2,1.0,0.2,0.15,0.3,False,False,,2026-08-30
AIRO,AIRO Group Holdings Inc. Common Stock,Industrials,Aerospace,244873916.0,-67.05,0001927958,41.2,1.0,0.2,0.15,0.25,False,False,,2026-08-30
BNC,CEA Industries Inc. Common Stock,Consumer Staples,Farming/Seeds/Milling,124204189.0,-85.68,0001482541,41.2,1.0,0.2,0.15,0.25,False,False,,2026-08-30
TNYA,Tenaya Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),154741131.0,-38.94,0001858848,41.0,0.1,0.2,1.0,0.95,False,False,,2026-08-30
LNSR,LENSAR Inc. Common Stock,Health Care,Medical/Dental Instruments,101972680.0,-32.41,0001320350,40.8,0.85,0.2,0.15,0.45,False,False,,2026-08-30
TNXP,Tonix Pharmaceuticals Holding Corp. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,233082416.0,-54.13,0001430306,39.5,0.35,0.2,0.4,0.95,False,False,,2026-08-30
NAKA,Nakamoto Inc. Common Stock,Health Care,Medical/Nursing Services,133138376.0,-96.58,0001946573,39.2,0.6,0.7,0.15,0.25,False,False,,2026-08-30
AVXL,Anavex Life Sciences Corp. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),277088556.0,-68.98,0001314052,38.5,0.3,0.3,0.3,0.95,False,False,,2026-08-30
FUN,Six Flags Entertainment Corporation Common Stock New,Consumer Discretionary,Services-Misc. Amusement & Recreation,1659570581.0,-28.51,0001999001,38.5,0.1,1.0,0.7,0.25,False,False,,2026-08-30
OPTU,Optimum Communications Inc. Class A common stock,Telecommunications,Cable & Other Pay Television Services,464696552.0,-56.41,0001702780,38.5,0.1,1.0,0.7,0.25,False,False,,2026-08-30
ARDX,Ardelyx Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,949404649.0,-40.09,0001437402,38.2,0.1,0.7,0.15,0.95,False,False,,2026-08-30
DNA,Ginkgo Bioworks Holdings Inc. Class A Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),447808328.0,-45.07,0001830214,38.2,0.1,0.7,0.15,0.95,False,False,,2026-08-30
AORT,Artivion Inc. Common Stock,Health Care,Medical/Dental Instruments,1305204036.0,-39.06,0000784199,38.0,0.1,1.0,0.4,0.45,False,False,,2026-08-30
EIKN,Eikon Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),594732029.0,-26.8,0001861123,38.0,0.35,0.2,0.3,0.95,False,False,,2026-08-30
GO,Grocery Outlet Holding Corp. Common Stock,Consumer Staples,Food Chains,1205858268.0,-32.8,0001771515,37.8,0.35,1.0,0.15,0.25,False,False,,2026-08-30
TONX,TON Strategy Company Common Stock,Finance,Finance: Consumer Services,178983964.0,-77.59,0001566610,37.8,0.85,0.2,0.15,0.3,False,False,,2026-08-30
XPOF,Xponential Fitness Inc. Class A Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation,267829320.0,-35.43,0001802156,37.8,0.35,1.0,0.15,0.25,False,False,,2026-08-30
ENVX,Enovix Corporation Common Stock,Miscellaneous,Industrial Machinery/Components,737347078.0,-65.07,0001828318,37.0,0.1,0.7,1.0,0.25,False,False,,2026-08-30
LAB,Standard BioTools Inc. Common Stock,Industrials,Biotechnology: Laboratory Analytical Instruments,251996337.0,-49.21,0001162194,37.0,0.1,0.2,0.4,0.45,True,False,,2026-08-30
RXRX,Recursion Pharmaceuticals Inc. Class A Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1788042848.0,-28.94,0001601830,36.5,0.1,0.2,0.7,0.95,False,False,,2026-08-30
LVWR,LiveWire Group Inc. Common Stock,Consumer Discretionary,Motor Vehicles,277306817.0,-64.94,0001898795,35.5,0.35,0.7,0.4,0.25,False,False,,2026-08-30
VERX,Vertex Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,2307550766.0,-44.91,0001806837,35.0,0.1,1.0,0.4,0.3,False,False,,2026-08-30
ATEC,Alphatec Holdings Inc. Common Stock,Health Care,Medical/Dental Instruments,1458018157.0,-40.63,0001350653,34.2,0.1,1.0,0.15,0.45,False,False,,2026-08-30
LMRI,Lumexa Imaging Holdings Inc. Common Stock,Health Care,Medical Specialities,1105822974.0,-37.85,0002071288,34.2,0.1,1.0,0.15,0.45,False,False,,2026-08-30
CLNE,Clean Energy Fuels Corp. Common Stock,Utilities,Natural Gas Distribution,359325374.0,-38.02,0001368265,34.0,0.1,1.0,0.4,0.25,False,False,,2026-08-30
CTEV,Claritev Corporation Class A Common Stock,Consumer Discretionary,Business Services,667560568.0,-42.84,0001793229,34.0,0.1,1.0,0.4,0.25,False,False,,2026-08-30
DRVN,Driven Brands Holdings Inc. Common Stock,Consumer Discretionary,Automotive Aftermarket,2057298306.0,-32.3,0001804745,34.0,0.1,1.0,0.4,0.25,False,False,,2026-08-30
AKBA,Akebia Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,243465547.0,-72.01,0001517022,33.2,0.1,0.7,0.15,0.7,False,False,,2026-08-30
OWLT,Owlet Inc. Class A Common Stock,Industrials,Industrial Machinery/Components,145816168.0,-33.73,0001816708,33.2,0.1,0.2,0.15,0.45,True,False,,2026-08-30
SES,SES AI Corporation Class A Common Stock,Miscellaneous,Industrial Machinery/Components,193923409.0,-52.11,0001819142,33.0,0.1,0.2,0.4,0.25,True,False,,2026-08-30
CABO,Cable One Inc. Common Stock,Telecommunications,Cable & Other Pay Television Services,144685088.0,-84.21,0001632127,32.5,0.1,0.7,0.7,0.25,False,False,,2026-08-30
METC,Ramaco Resources Inc. Class A Common Stock,Energy,Coal Mining,843063579.0,-48.71,0001687187,32.5,0.1,0.7,0.7,0.25,False,False,,2026-08-30
OSG,Octave Specialty Group Inc. Common Stock,Finance,Property-Casualty Insurers,209038895.0,-48.62,0000874501,32.5,0.1,1.0,0.3,0.25,False,False,,2026-08-30
PLYX,Polaryx Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,102682746.0,-94.11,0002075320,32.5,0.1,0.3,0.3,0.95,False,False,,2026-08-30
AHCO,AdaptHealth Corp. Common Stock,Health Care,Medical/Nursing Services,789432895.0,-38.99,0001725255,32.0,0.1,0.7,0.4,0.45,False,False,,2026-08-30
KROS,Keros Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,218693884.0,-27.48,0001664710,32.0,0.1,0.2,0.4,0.95,False,False,,2026-08-30
FLWS,1-800-FLOWERS.COM Inc. Common Stock,Consumer Discretionary,Other Specialty Stores,239087342.0,-33.39,0001084869,31.8,0.35,0.7,0.15,0.25,False,False,,2026-08-30
NPWR,NET Power Inc. Class A Common Stock,Energy,Industrial Machinery/Components,411491167.0,-28.24,0001845437,31.5,0.1,0.2,0.3,0.25,True,False,,2026-08-30
IIIV,i3 Verticals Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,428522307.0,-48.24,0001728688,31.2,0.1,1.0,0.15,0.3,False,False,,2026-08-30
RBBN,Ribbon Communications Inc. Common Stock,Technology,EDP Services,363011405.0,-50.25,0001708055,31.2,0.1,1.0,0.15,0.3,False,False,,2026-08-30
WD,Walker & Dunlop Inc Common Stock,Finance,Finance: Consumer Services,1419369556.0,-48.58,0001497770,31.2,0.6,0.3,0.15,0.25,False,False,,2026-08-30
QSI,Quantum-Si Incorporated Class A Common Stock,Industrials,Industrial Machinery/Components,170729451.0,-30.36,0001816431,31.0,0.1,0.2,1.0,0.45,False,False,,2026-08-30
FULC,Fulcrum Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,293744439.0,-40.59,0001680581,30.5,0.1,0.2,0.3,0.95,False,False,,2026-08-30
MPLT,MapLight Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,549994045.0,-31.3,0001770069,30.5,0.1,0.2,0.3,0.95,False,False,,2026-08-30
OPRX,OptimizeRx Corporation Common Stock,Consumer Discretionary,Business Services,149745810.0,-56.0,0001448431,30.5,0.1,0.15,0.3,0.25,True,False,,2026-08-30
SION,Sionna Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,265396782.0,-76.16,0002036042,30.5,0.1,0.2,0.3,0.95,False,False,,2026-08-30
SJT,San Juan Basin Royalty Trust Common Stock,Energy,Oil & Gas Production,126309837.0,-52.87,0000319655,30.5,0.3,0.3,0.3,0.55,False,False,,2026-08-30
AIRS,AirSculpt Technologies Inc. Common Stock,Health Care,Medical/Nursing Services,187447543.0,-59.69,0001870940,30.2,0.1,1.0,0.15,0.25,False,False,,2026-08-30
CNDT,Conduent Incorporated Common Stock ,Consumer Discretionary,Business Services,267495776.0,-38.13,0001677703,30.2,0.1,1.0,0.15,0.25,False,False,,2026-08-30
CPS,Cooper-Standard Holdings Inc. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.,473371701.0,-27.65,0001320461,30.2,0.1,1.0,0.15,0.25,False,False,,2026-08-30
CWH,Camping World Holdings Inc. Class A Common Stock,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,674515801.0,-61.97,0001669779,30.2,0.1,1.0,0.15,0.25,False,False,,2026-08-30
EVH,Evolent Health Inc Class A Common Stock,Consumer Discretionary,Other Consumer Services,520072941.0,-52.33,0001628908,30.2,0.1,1.0,0.15,0.25,False,False,,2026-08-30
FWRD,Forward Air Corporation Common Stock,Industrials,Integrated Freight & Logistics,573936845.0,-43.42,0000912728,30.2,0.1,1.0,0.15,0.25,False,False,,2026-08-30
GRPN,Groupon Inc. Common Stock,Consumer Discretionary,Advertising,794193231.0,-25.17,0001490281,30.2,0.1,1.0,0.15,0.25,False,False,,2026-08-30
HCAT,Health Catalyst Inc Common Stock,Technology,Computer Software: Programming Data Processing,119657646.0,-53.1,0001636422,30.2,0.1,1.0,0.15,0.25,False,False,,2026-08-30
KLC,KinderCare Learning Companies Inc. Common Stock,Consumer Discretionary,Other Consumer Services,308144286.0,-63.84,0001873529,30.2,0.1,1.0,0.15,0.25,False,False,,2026-08-30
MBC,MasterBrand Inc. Common Stock,Consumer Discretionary,Home Furnishings,1756122929.0,-32.1,0001941365,30.2,0.1,1.0,0.15,0.25,False,False,,2026-08-30
OI,O-I Glass Inc. Common Stock,Consumer Discretionary,Containers/Packaging,1135545530.0,-43.11,0000812074,30.2,0.1,1.0,0.15,0.25,False,False,,2026-08-30
ONT,Onterris Inc. Common Stock,Consumer Discretionary,Professional Services,598400905.0,-45.14,0001643615,30.2,0.1,1.0,0.15,0.25,False,False,,2026-08-30
PLBY,Playboy Inc. Common Stock,Consumer Discretionary,Other Specialty Stores,143769226.0,-26.83,0001803914,30.2,0.1,1.0,0.15,0.25,False,False,,2026-08-30
RH,RH Common Stock,Consumer Discretionary,Other Specialty Stores,2825505856.0,-33.76,0001528849,30.2,0.1,1.0,0.15,0.25,False,False,,2026-08-30
ROCK,Gibraltar Industries Inc. Common Stock,Industrials,Steel/Iron Ore,1343789655.0,-27.67,0000912562,30.2,0.1,1.0,0.15,0.25,False,False,,2026-08-30
SGRY,Surgery Partners Inc. Common Stock,Health Care,Hospital/Nursing Management,1792270979.0,-39.67,0001638833,30.2,0.1,1.0,0.15,0.25,False,False,,2026-08-30
UPST,Upstart Holdings Inc. Common stock,Finance,Finance: Consumer Services,2829863378.0,-60.32,0001647639,30.2,0.1,1.0,0.15,0.25,False,False,,2026-08-30
UWMC,UWM Holdings Corporation Class A Common Stock,Finance,Finance: Consumer Services,2390276473.0,-70.87,0001783398,30.2,0.1,1.0,0.15,0.25,False,False,,2026-08-30
WGS,GeneDx Holdings Corp. Class A Common Stock,Health Care,Medical/Nursing Services,2574729077.0,-33.33,0001818331,30.2,0.1,0.7,0.15,0.55,False,False,,2026-08-30
WOOF,Petco Health and Wellness Company Inc. Class A Common Stock,Consumer Discretionary,Other Specialty Stores,873061292.0,-32.33,0001826470,30.2,0.1,1.0,0.15,0.25,False,False,,2026-08-30
BXBL,BOXABL Inc. Common stock,Consumer Discretionary,Homebuilding,968388305.0,-59.86,0001906364,29.2,0.1,0.2,0.15,0.25,True,False,,2026-08-30
AIOT,PowerFleet Inc. Common Stock,Telecommunications,Telecommunications Equipment,409389050.0,-34.69,0001774170,29.0,0.1,0.7,0.4,0.3,False,False,,2026-08-30
BMBL,Bumble Inc. Class A Common Stock,Technology,Computer Software: Programming Data Processing,360273497.0,-55.75,0001830043,28.2,0.1,0.15,0.15,0.25,True,False,,2026-08-30
LENZ,LENZ Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),160557953.0,-86.77,0001815776,28.2,0.1,0.2,0.15,0.95,False,False,,2026-08-30
TMCI,Treace Medical Concepts Inc. Common Stock,Health Care,Medical/Dental Instruments,302410667.0,-36.65,0001630627,28.2,0.1,0.7,0.15,0.45,False,False,,2026-08-30
DJT,Trump Media & Technology Group Corp. Common Stock,Technology,Computer Software: Programming Data Processing,2677964175.0,-45.04,0001849635,28.0,0.1,0.7,0.4,0.25,False,False,,2026-08-30
GOGO,Gogo Inc. Common Stock,Consumer Discretionary,Telecommunications Equipment,368581385.0,-75.23,0001537054,28.0,0.1,0.7,0.4,0.25,False,False,,2026-08-30
SHAK,Shake Shack Inc. Class A Common Stock,Consumer Discretionary,Restaurants,2991217777.0,-34.07,0001620533,28.0,0.1,0.7,0.4,0.25,False,False,,2026-08-30
ANNA,AleAnna Inc. Class A Common Stock,Energy,Oil & Gas Production,184738944.0,-31.85,0001845123,27.5,0.1,0.15,0.7,0.55,False,False,,2026-08-30
AMPH,Amphastar Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,936260147.0,-28.12,0001297184,27.2,0.1,0.4,0.15,0.7,False,False,,2026-08-30
COLL,Collegium Pharmaceutical Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,825284790.0,-34.66,0001267565,27.2,0.1,0.4,0.15,0.7,False,False,,2026-08-30
MDXG,MiMedx Group Inc Common Stock,Health Care,Medical/Dental Instruments,655922106.0,-36.62,0001376339,27.2,0.1,0.15,0.15,0.95,False,False,,2026-08-30
QUBT,Quantum Computing Inc. Common Stock,Technology,Computer Software: Prepackaged Software,1844726917.0,-48.35,0001758009,27.0,0.1,0.2,1.0,0.25,False,False,,2026-08-30
RR,Richtech Robotics Inc. Class B Common Stock,Industrials,Industrial Machinery/Components,411936556.0,-39.9,0001963685,27.0,0.1,0.2,1.0,0.25,False,False,,2026-08-30
SLDP,Solid Power Inc. Class A Common Stock,Miscellaneous,Industrial Machinery/Components,531662224.0,-46.19,0001844862,27.0,0.1,0.2,1.0,0.25,False,False,,2026-08-30
GLIBA,Liberty Capital Corporation Series A GCI Group Common Stock,Telecommunications,Cable & Other Pay Television Services,1063468090.0,-28.61,0002057463,26.5,0.1,0.4,0.7,0.25,False,False,,2026-08-30
SRG,Seritage Growth Properties Class A Common Stock,Finance,Real Estate,118844921.0,-42.51,0001628063,26.5,0.1,0.7,0.3,0.25,False,False,,2026-08-30
BLKB,Blackbaud Inc. Common Stock,Technology,Computer Software: Prepackaged Software,2206866516.0,-27.12,0001280058,25.2,0.1,0.7,0.15,0.3,False,False,,2026-08-30
DOMO,Domo Inc. Class B Common Stock,Technology,Computer Software: Prepackaged Software,174281173.0,-73.71,0001505952,25.2,0.1,0.7,0.15,0.3,False,False,,2026-08-30
GTM,ZoomInfo Technologies Inc Common Stock,Technology,Computer Software: Prepackaged Software,1222662193.0,-61.47,0001794515,25.2,0.1,0.7,0.15,0.3,False,False,,2026-08-30
PAR,PAR Technology Corporation Common Stock,Miscellaneous,Office Equipment/Supplies/Services,792095858.0,-62.58,0000708821,25.2,0.1,0.7,0.15,0.3,False,False,,2026-08-30
PRTH,Priority Technology Holdings Inc. Common Stock,Consumer Discretionary,Business Services,443529201.0,-35.72,0001653558,25.2,0.1,0.7,0.15,0.3,False,False,,2026-08-30
RPD,Rapid7 Inc. Common Stock,Technology,Computer Software: Prepackaged Software,895754506.0,-35.83,0001560327,25.2,0.1,0.7,0.15,0.3,False,False,,2026-08-30
ALIT,Alight Inc. Class A Common Stock,Consumer Discretionary,Business Services,377686084.0,-81.42,0001809104,25.0,0.1,0.7,0.15,0.3,False,True,,2026-08-30
ALTG,Alta Equipment Group Inc. Class A Common Stock,Industrials,Industrial Machinery/Components,192407876.0,-29.38,0001759824,25.0,0.1,1.0,0.15,0.25,True,True,,2026-08-30
BRLT,Brilliant Earth Group Inc. Class A Common Stock,Consumer Discretionary,Consumer Specialties,135424317.0,-54.45,0001866757,25.0,0.1,0.2,0.15,0.25,True,True,,2026-08-30
CCOI,Cogent Communications Holdings Inc.,Consumer Discretionary,Telecommunications Equipment,485525177.0,-75.07,0001158324,25.0,0.6,1.0,0.7,0.25,False,True,,2026-08-30
EMBC,Embecta Corp. Common Stock,Health Care,Medical/Dental Instruments,286130975.0,-63.98,0001872789,25.0,0.1,0.7,0.15,0.45,False,True,,2026-08-30
FMC,FMC Corporation Common Stock,Industrials,Major Chemicals,1418820086.0,-69.99,0000037785,25.0,0.1,1.0,0.15,0.25,False,True,,2026-08-30
KMPR,Kemper Corporation,Finance,Property-Casualty Insurers,1645723691.0,-45.76,0000860748,25.0,0.1,1.0,0.15,0.25,False,True,,2026-08-30
LUCK,Lucky Strike Entertainment Corporation Class A Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation,885311778.0,-38.08,0001840572,25.0,0.1,1.0,0.4,0.25,True,True,,2026-08-30
